PERMIT_NO,FARM_NAME,COUNTY,PROD_GAS_QUANT
113-20246,DACHEUX UNIT B 2H,Sullivan,
113-20247,VERA S SUL 4H,Sullivan,
113-20248,KUZIAK UNIT 2H,Sullivan,
113-20249,KUZIAK UNIT 3H,Sullivan,
113-20250,KUZIAK UNIT 4H,Sullivan,
113-20251,KUZIAK UNIT 5H,Sullivan,
113-20252,KUZIAK UNIT 6H,Sullivan,
113-20253,KUZIAK UNIT 7V,Sullivan,
113-20254,PHILLIPS SUL 3H,Sullivan,
113-20255,WALDEISEN LADD UNIT 1H,Sullivan,5681784.49
113-20256,NORTON SUL 1H,Sullivan,
113-20257,DINGO SUL 1H,Sullivan,
113-20258,DINGO SUL 2H,Sullivan,
113-20259,MANNING S SUL 5H,Sullivan,
113-20260,WALDEISEN LADD SE UNIT 1H,Sullivan,2385422.64
113-20261,YENGO SUL 1H,Sullivan,
113-20262,REILLY N SUL 1H,Sullivan,11442818.0
113-20263,HENDERSON SUL 2H,Sullivan,
113-20264,BOHENSKY WILLIAM 3H,Sullivan,
113-20265,BAUMUNK NORTH A UNIT 1H,Sullivan,4065931.1500000004
113-20266,BAUMUNK NORTH B UNIT 1H,Sullivan,3715599.58
113-20267,BAUMUNK NORTH C UNIT 1H,Sullivan,5719776.089999998
113-20268,BAUMUNK NORTH D UNIT 1H,Sullivan,5885945.23
113-20269,PA WOODLANDS UNIT 1H,Sullivan,318309.75999999995
113-20270,BEDFORD N SUL 3H,Sullivan,
113-20271,INSINGER SUL 6H,Sullivan,
113-20272,CONNELL SUL 6H,Sullivan,
113-20273,CHAMPLIN NE SUL 2H,Sullivan,
113-20274,CHAMPLIN NE SUL 1H,Sullivan,
113-20275,CHAMPLIN S SUL 5H,Sullivan,
113-20276,HOTTENSTEIN SUL 6H,Sullivan,
113-20277,BENSPOND SUL 4H,Sullivan,
113-20278,CZOP UNIT 1H,Sullivan,7273211.810000002
113-20280,JOANCLARK SUL 4H,Sullivan,
113-20281,ROUNDTOP S SUL 3H,Sullivan,
113-20282,G & S BIG RIGGER UNIT 2H,Sullivan,3389782.82
113-20283,G & S BIG RIGGER UNIT 6H,Sullivan,2900510.2599999993
113-20284,G & S BIG RIGGER UNIT 5H,Sullivan,1914671.63
113-20285,G & S BIG RIGGER UNIT 4H,Sullivan,2550719.6700000004
113-20286,G & S BIG RIGGER UNIT 3H,Sullivan,5596538.569999999
113-20287,RONMARY N SUL 3H,Sullivan,
113-20288,M&M ESTATES SUL 3H,Sullivan,
113-20289,REIBSON UNIT 1H,Sullivan,2857376.5200000005
113-20290,REIBSON UNIT 2H,Sullivan,
113-20291,REIBSON EAST UNIT 1H,Sullivan,4781124.45
113-20292,PA WOODLANDS UNIT 2H,Sullivan,
113-20293,PA WOODLANDS UNIT 3H,Sullivan,
113-20294,PA WOODLANDS UNIT 4H,Sullivan,
113-20295,JENKINS UNIT 1H,Sullivan,4547742.020000001
113-20296,JOEGUSWA SUL 5H,Sullivan,
113-20297,J&B N SUL 4H,Sullivan,
113-20298,MATT SUL 5H,Sullivan,
113-20299,BURKHART PAD 1 3H,Sullivan,
113-20300,FREMAR SUL 2H,Sullivan,
113-20301,BRULE N SUL 1H,Sullivan,
113-20302,COVEYTOWN SUL 1H,Sullivan,
113-20303,LW SW SUL 4H,Sullivan,
113-20304,KUZIAK UNIT B 2H,Sullivan,
113-20305,KUZIAK UNIT B 3H,Sullivan,2495805.1399999997
113-20306,KUZIAK UNIT B 4H,Sullivan,
113-20307,KUZIAK UNIT B 5H,Sullivan,
113-20308,KUZIAK UNIT B 6H,Sullivan,
113-20309,R&N N SUL 2H,Sullivan,
113-20310,BURKHART S SUL 3H,Sullivan,
113-20311,RIDENOUR S SUL 6H,Sullivan,
113-20312,EDKIN HILL UNIT 3P 3H,Sullivan,
113-20313,CORL S SUL 1H,Sullivan,
113-20314,HEMLOCK HUNTING CLUB UNIT 4H,Sullivan,3399074.45
113-20315,HEMLOCK HUNTING CLUB UNIT 3H,Sullivan,5617279.870000001
113-20316,HEMLOCK HUNTING CLUB UNIT 2H,Sullivan,4044755.2600000002
113-20317,HEMLOCK HUNTING CLUB UNIT 5H,Sullivan,4370519.339999999
113-20318,LAMBERT FARMS SUL 3H,Sullivan,
113-20319,BAUMUNK NORTH A UNIT 2H,Sullivan,
113-20320,LANDIS SUL 4H,Sullivan,
113-20321,R&N SE SUL 2H,Sullivan,
113-20322,YONKIN UNIT 4H,Sullivan,
113-20323,HURLEY UNIT B 1H,Sullivan,
113-20324,WARBURTON SUL 5H,Sullivan,
113-20325,HEMLOCK HUNTING CLUB UNIT B 1H,Sullivan,
113-20326,HEMLOCK HUNTING CLUB UNIT B 2H,Sullivan,
113-20327,HEMLOCK HUNTING CLUB UNIT B 3H,Sullivan,
113-20328,REILLY SW SUL 2H,Sullivan,
113-20329,MPC SUL 4H,Sullivan,
113-20330,EDKIN HILL UNIT 2P 2H,Sullivan,2500025.0
113-20331,LANDIS SUL 5H,Sullivan,
113-20332,BOY SCOUTS NORTH UNIT 3H,Sullivan,
113-20333,BOY SCOUTS NORTH UNIT 4H,Sullivan,
113-20334,BOY SCOUTS NORTH UNIT 6H,Sullivan,
113-20335,BOY SCOUTS NORTH UNIT 7H,Sullivan,
113-20336,BURKHART 1H,Sullivan,
113-20337,SIGNORE NORTH UNIT 4H,Sullivan,5432309.5200000005
113-20338,SIGNORE NORTH UNIT 5H,Sullivan,4065015.8
113-20339,YENGO SUL 1H,Sullivan,
113-20340,RUNABUCK UNIT 4H,Sullivan,
113-20341,VERA S SUL 4H,Sullivan,
113-20342,REIBSON SOUTH UNIT 1H,Sullivan,
113-20343,INSINGER SUL 5H,Sullivan,
113-20344,REILLY SW SUL 4H,Sullivan,
113-20345,HOTTENSTEIN SUL 6H,Sullivan,
113-20346,BAHL UNIT 1H,Sullivan,3040010.0399999996
113-20347,BAHL UNIT 3H,Sullivan,
113-20348,WARBURTON NORTH UNIT 1H,Sullivan,3798803.1099999994
113-20349,HART NORTH UNIT 2H,Sullivan,2990474.67
113-20350,HART SOUTH UNIT 1H,Sullivan,4654871.71
113-20351,WISTAR SHAFFER UNIT 2H,Sullivan,
113-20352,CZOP UNIT 2H,Sullivan,5688349.630000001
113-20353,CZOP UNIT 3H,Sullivan,
113-20354,LARRY BAUMUNK UNIT 1H,Sullivan,4890317.039999999
113-20355,HOUSEKNECHT UNIT 2H,Sullivan,
113-20356,EDKIN HILL UNIT 1H,Sullivan,
113-20357,HEMLOCK HUNTING CLUB UNIT B 1H,Sullivan,3532113.249999999
113-20358,YONKIN UNIT 1H,Sullivan,3666597.7800000003
113-20359,YONKIN UNIT 3H,Sullivan,4019880.6100000003
113-20360,HURLEY UNIT B 1H,Sullivan,7029719.619999999
113-20361,YONKIN UNIT B 1H,Sullivan,5743075.31
113-20362,HURLEY UNIT 3H,Sullivan,5357332.579999999
113-20363,HURLEY UNIT 2H,Sullivan,4045788.1699999995
113-20364,HEMLOCK HUNTING CLUB UNIT B 2H,Sullivan,1581078.8699999999
113-20365,BAHL UNIT 3H,Sullivan,3214951.1799999997
113-20366,BAHL UNIT 2H,Sullivan,3600480.2
113-20367,HART SOUTH UNIT 2H,Sullivan,2347843.16
113-20368,HART NORTH UNIT 1H,Sullivan,3110668.4700000007
113-20369,WARBURTON NORTH UNIT 2H,Sullivan,
113-20370,WARBURTON NORTH UNIT 3H,Sullivan,
113-20371,WARBURTON SOUTH UNIT 1H,Sullivan,
113-20372,WARBURTON SOUTH UNIT 2H,Sullivan,
113-20373,WARBURTON SOUTH UNIT 3H,Sullivan,
113-20374,HEMLOCK HUNTING CLUB NORTH UNIT 1H,Sullivan,
113-20375,HEMLOCK HUNTING CLUB NORTH UNIT 2H,Sullivan,
113-20376,HEMLOCK HUNTING CLUB NORTH UNIT 3H,Sullivan,
113-20377,NELSON UNIT 2H,Sullivan,3400970.019999999
113-20378,NELSON UNIT 3H,Sullivan,3374169.1200000006
113-20379,SAVAGE UNIT 2H,Sullivan,931100.9299999998
113-20380,SAVAGE SOUTH UNIT 2H,Sullivan,1363919.91
113-20381,SAVAGE SOUTH UNIT 3H,Sullivan,1396307.69
113-20382,SAVAGE UNIT 3H,Sullivan,1526519.4199999997
113-20383,MEHALICK UNIT 2H,Sullivan,
113-20384,MEHALICK UNIT 4H,Sullivan,
113-20385,RUNABUCK UNIT 1H,Sullivan,
113-20386,RUNABUCK UNIT 4H,Sullivan,
113-20387,RUNABUCK UNIT 5H,Sullivan,
113-20388,JOEGUSWA 4HC,Sullivan,2066063.0
113-20389,JOEGUSWA 5HC,Sullivan,1697681.0
113-20390,YENGO 1H,Sullivan,
113-20391,TA 21H,Sullivan,385314.0
113-20392,TA 23H,Sullivan,241038.0
113-20393,TA 6H,Sullivan,321093.0
113-20394,TA 1H,Sullivan,613337.0
113-20395,LARRY BAUMUNK UNIT 2H,Sullivan,
113-20396,LARRY BAUMUNK UNIT 3H,Sullivan,
113-20397,BAUMUNK NORTH D UNIT 3H,Sullivan,
113-20398,WALDEISEN-LADD SE UNIT 2H,Sullivan,
113-20399,WALDEISEN-LADD UNIT 2H,Sullivan,
113-20400,WALDEISEN-LADD UNIT 3H,Sullivan,
113-20401,BOY SCOUTS UNIT 3H,Sullivan,
113-20402,BOY SCOUTS UNIT 2H,Sullivan,
113-20403,BOY SCOUTS NORTH UNIT 1H,Sullivan,
113-20404,BOY SCOUTS NORTH UNIT 2H,Sullivan,
113-20405,BOY SCOUTS NORTH UNIT 3H,Sullivan,
113-20406,BOY SCOUTS NORTH UNIT 4H,Sullivan,
113-20407,HEMLOCK HUNTING CLUB NORTH UNIT 1H,Sullivan,
113-20408,HEMLOCK HUNTING CLUB NORTH UNIT 2H,Sullivan,
113-20409,HEMLOCK HUNTING CLUB NORTH UNIT 3H,Sullivan,
113-20410,MANNING 4H,Sullivan,
113-20411,MANNING 105H,Sullivan,
113-20412,HEMLOCK HUNTING CLUB NORTH UNIT 1H,Sullivan,
113-20413,HEMLOCK HUNTING CLUB NORTH UNIT 2H,Sullivan,
113-20414,HEMLOCK HUNTING CLUB NORTH UNIT 3H,Sullivan,
113-20415,POND FAMILY 6H,Sullivan,
113-20416,POND FAMILY 104H,Sullivan,
113-20417,BOY SCOUTS NORTH UNIT  1H,Sullivan,
113-20418,BOY SCOUTS NORTH UNIT  2H,Sullivan,
113-20419,BOY SCOUTS NORTH UNIT  3H,Sullivan,
113-20420,BOY SCOUTS NORTH UNIT  4H,Sullivan,
113-20421,BOY SCOUTS UNIT,Sullivan,
113-20422,BOY SCOUTS UNIT  3H,Sullivan,
115-20007,TEEL 1,Susquehanna,734963.0
115-20008,GREENWOOD 1,Susquehanna,521926.41
115-20009,LARUE 1A,Susquehanna,168794.0
115-20010,TEEL 2,Susquehanna,599082.0
115-20011,TEEL 6,Susquehanna,1037644.15
115-20013,TEEL 9,Susquehanna,
115-20015,ELY 2,Susquehanna,632481.25
115-20016,ELY 4,Susquehanna,13765.0
115-20019,GESFORD 3,Susquehanna,1193660.0
115-20021,HEITSMAN 2,Susquehanna,
115-20022,EPSILON LARUE 1H,Susquehanna,1644462.0
115-20023,TEEL 7,Susquehanna,431804.13
115-20024,TEEL 5,Susquehanna,602765.3400000001
115-20026,BAKER 1,Susquehanna,385736.0
115-20027,EPSILON LARUE 2H,Susquehanna,2082812.0
115-20028,BLACK 1,Susquehanna,
115-20029,ELY 1,Susquehanna,
115-20030,LEWIS 2,Susquehanna,716087.11
115-20031,PRICE 1,Susquehanna,
115-20032,ED RANGE REV TRUST 1,Susquehanna,
115-20033,GESFORD 2,Susquehanna,730847.03
115-20034,ELY 4H,Susquehanna,1341270.0200000007
115-20035,LEWIS 1,Susquehanna,587997.0
115-20036,COSTELLO 1,Susquehanna,327927.0
115-20037,EPSILON R PIERSON 1,Susquehanna,413716.0
115-20038,EPSILON LARUE 1B,Susquehanna,201718.0
115-20039,HUBBARD 1,Susquehanna,479849.65
115-20040,GESFORD 1,Susquehanna,624648.7999999998
115-20041,ELY 6H,Susquehanna,3538423.6799999992
115-20042,EPSILON DE JUSER 1A,Susquehanna,
115-20043,COSTELLO 2,Susquehanna,284961.0
115-20044,EPSILON BLANCHE POULSEN 1,Susquehanna,1308356.0
115-20045,TEEL 8H,Susquehanna,6672012.969999997
115-20046,TEEL 9H,Susquehanna,
115-20047,RATZEL 1H,Susquehanna,7367377.43
115-20048,BLACK 1H,Susquehanna,4897636.130000002
115-20049,ELY 1H,Susquehanna,53182.5
115-20050,HEITSMAN 1H,Susquehanna,3564499.0
115-20051,BROOKS 1H,Susquehanna,4314024.83
115-20052,EPSILON MJ BARLOW 1,Susquehanna,
115-20053,EPSILON R POULSEN 1,Susquehanna,
115-20054,ELY 5H,Susquehanna,161381.0
115-20055,TEEL 10V,Susquehanna,346819.0
115-20056,BLACK 2H,Susquehanna,2553068.35
115-20057,ROZANSKI 1,Susquehanna,793465.0
115-20058,EPSILON BLANCHE POULSEN 1H,Susquehanna,1133209.0
115-20059,EPSILON LR LARUE 1H,Susquehanna,
115-20060,EPSILON MJ BARLOW 2H,Susquehanna,
115-20061,CLAPPER 1,Susquehanna,
115-20062,WEBSTER 1,Susquehanna,
115-20063,EPSILON SE SHAFER 1,Susquehanna,
115-20064,EPSILON R PIERSON 1H,Susquehanna,
115-20065,EPSILON LYNDON LARUE 2H,Susquehanna,
115-20066,EPSILON L HARDIC 2H,Susquehanna,4608303.0
115-20067,BENSCOTER 626899 1H,Susquehanna,
115-20068,BENSCOTER 627012 3H,Susquehanna,7537371.0
115-20069,BENSCOTER 627134 2H,Susquehanna,
115-20070,BENSCOTER 627137 6H,Susquehanna,
115-20071,BENSCOTER 627136 5H,Susquehanna,
115-20072,BENSCOTER 627135 4H,Susquehanna,
115-20073,CLAPPER 627103 2H,Susquehanna,10501190.0
115-20074,CLAPPER 626898 1H,Susquehanna,
115-20075,R SMITH 4,Susquehanna,480725.81999999983
115-20076,R SMITH 3H,Susquehanna,7772483.5600000005
115-20077,R SMITH 2H,Susquehanna,4171502.2299999995
115-20078,R SMITH 1H,Susquehanna,2477060.1799999997
115-20079,SIPE 1,Susquehanna,
115-20080,B SEVERCOOL 1,Susquehanna,507208.12000000005
115-20081,A LATHROP 1,Susquehanna,541325.09
115-20082,C LARUE 2,Susquehanna,315562.7800000001
115-20083,K LANDES 1,Susquehanna,
115-20084,A HEITSMAN A1,Susquehanna,435683.03
115-20085,GREENWOOD 2H,Susquehanna,
115-20086,FAIGLE K 1,Susquehanna,
115-20087,W CHUDLEIGH 2,Susquehanna,354311.0
115-20088,W CHUDLEIGH 1,Susquehanna,908376.02
115-20089,BROOKS W 2,Susquehanna,505764.76999999996
115-20090,BROOKS W 1,Susquehanna,542005.06
115-20091,GESFORD 4R,Susquehanna,334418.44000000006
115-20092,G SHIELDS 1,Susquehanna,724010.8300000003
115-20093,EPSILON L HARDIC 1V,Susquehanna,
115-20094,H HENGLE 1H,Susquehanna,
115-20095,J GRIMSLEY 1,Susquehanna,591926.3100000003
115-20096,ELY 7V,Susquehanna,
115-20097,ELK LAKE SCHOOL DISTRICT 1H,Susquehanna,6661072.240000002
115-20098,PRICE 2H,Susquehanna,
115-20099,HOLBROOK 1,Susquehanna,
115-20100,EPSILON MJ BARLOW 1V,Susquehanna,
115-20101,WHITE 627452 1H,Susquehanna,
115-20102,WHITE 627453 2H,Susquehanna,10536565.0
115-20103,WHITE 627455 3H,Susquehanna,
115-20104,WHITE 627455 4H,Susquehanna,
115-20105,WHITE 627456 5H,Susquehanna,12545679.0
115-20106,WHITE 627457 6H,Susquehanna,
115-20107,CLAPPER 627104 3H,Susquehanna,
115-20108,CLAPPER 627105 4H,Susquehanna,7028552.0
115-20109,CLAPPER 627106 5H,Susquehanna,
115-20110,CLAPPER 627107 6H,Susquehanna,
115-20111,EPSILON A LITWIN 1V,Susquehanna,
115-20112,EPSILON A LITWIN 2V,Susquehanna,
115-20113,PRZYBYSZEWSKI 627466 3H,Susquehanna,
115-20114,PRZYBYSZEWSKI 627465 2H,Susquehanna,
115-20115,PRZYBYSZEWSKI 627464 1H,Susquehanna,
115-20116,TEEL 13V,Susquehanna,500451.11
115-20117,RATZEL 3V,Susquehanna,417682.9800000001
115-20118,G SHIELDS 2H,Susquehanna,3221404.929999999
115-20119,A HUNSINGER 2H,Susquehanna,7741263.939999999
115-20120,A HUNSINGER 1H,Susquehanna,8259937.710000001
115-20121,R HULL 2H,Susquehanna,3565711.1900000013
115-20122,R HULL 1H,Susquehanna,3858778.5799999996
115-20123,HEITSMAN 3V,Susquehanna,
115-20124,FIONDI 1,Susquehanna,
115-20126,EPSILON M ERAT 1V,Susquehanna,
115-20127,EPSILON J BOWEN 1V,Susquehanna,
115-20128,EPSILON J BECHTEL 1V,Susquehanna,
115-20129,EPSILON 1V,Susquehanna,
115-20130,HUBBARD 4,Susquehanna,
115-20131,HUBBARD 3,Susquehanna,
115-20132,DEPAOLA 1,Susquehanna,
115-20133,BLACK 3V,Susquehanna,
115-20134,D BERRY 1,Susquehanna,
115-20135,W AILEO 1,Susquehanna,
115-20136,PRZYBYSZEWSKI 627467 4H,Susquehanna,9607491.0
115-20137,PRZYBYSZEWSKI 627468 5H,Susquehanna,5819660.0
115-20138,PRZYBYSZEWSKI 627469 6H,Susquehanna,
115-20139,C LARUE 1,Susquehanna,
115-20140,HEITSMAN 2,Susquehanna,549209.8699999999
115-20141,REDLING 627529 1,Susquehanna,
115-20142,GREENWOOD 3V,Susquehanna,
115-20143,TURNER 1,Susquehanna,
115-20144,EPSILON 2H,Susquehanna,
115-20145,EPSILON 1H,Susquehanna,
115-20146,EPSILON LR LARUE 1V,Susquehanna,
115-20147,HUBBARD 6H,Susquehanna,3976193.999999998
115-20148,HUBBARD 5H,Susquehanna,4961484.800000001
115-20149,A & M HIBBARD 2H,Susquehanna,4355721.75
115-20150,A & M HIBBARD 1H,Susquehanna,9585696.429999998
115-20151,LOPATOFSKY 1,Susquehanna,
115-20152,RATZEL 2H,Susquehanna,1524342.45
115-20153,EPSILON J BOWEN 2H,Susquehanna,
115-20154,EPSILON J BOWEN 1H,Susquehanna,
115-20155,EPSILON L HARDIC 1H,Susquehanna,
115-20156,STANG 1,Susquehanna,
115-20157,LOOMIS 1,Susquehanna,34058.0
115-20158,R SMITH 5V,Susquehanna,
115-20159,ELK LAKE SCHOOL DIST 2V,Susquehanna,498956.3400000001
115-20160,ELY 7H SE,Susquehanna,1519.0
115-20162,HEITSMAN 4H NW,Susquehanna,1878734.6299999992
115-20163,GESFORD 7H NW,Susquehanna,5127981.199999998
115-20164,B SEVERCOOL 2H NW,Susquehanna,3907733.999999999
115-20165,H HENGEL 3V,Susquehanna,
115-20166,H HENGEL 2H SE,Susquehanna,
115-20167,TEEL 12H NW,Susquehanna,
115-20168,A LATHROP 2H NW,Susquehanna,4217615.8
115-20169,POWERS 1H,Susquehanna,3325495.99
115-20170,G SHIELDS 5H NW,Susquehanna,8528824.18
115-20171,J GRIMSLEY 2H SE,Susquehanna,6118557.830000001
115-20172,C LARUE 3H SE,Susquehanna,4015367.0800000005
115-20173,R HULL 3V,Susquehanna,
115-20174,CARRAR 1H,Susquehanna,1496418.1400000001
115-20175,IVEY 1H,Susquehanna,1944837.2099999997
115-20176,W BROOKS 4H SE,Susquehanna,6051848.549999998
115-20177,HOOVER 2H SE,Susquehanna,3946974.740000002
115-20178,A HUNSINGER 3H NW,Susquehanna,3753062.21
115-20179,A HUNSINGER 4H NW,Susquehanna,7269620.160000001
115-20180,PHELPS UNIT 1H,Susquehanna,6233866.499999998
115-20181,G SHIELDS 4H SE,Susquehanna,5237382.37
115-20182,BENSCOTER 1H,Susquehanna,5679095.0
115-20183,GESFORD 8H NW,Susquehanna,8792110.59
115-20184,LATIMER 1,Susquehanna,
115-20185,KOZLOWSKI 1,Susquehanna,
115-20186,HUNSINGER 2H,Susquehanna,6894167.0
115-20188,TURNER 1H,Susquehanna,1437570.83
115-20189,W CHUDLEIGH 3H NW,Susquehanna,9771828.560000004
115-20190,BARROWS 1H,Susquehanna,
115-20191,FIONDI 1H,Susquehanna,4833963.88
115-20192,STONE UNIT 1H,Susquehanna,0.0
115-20193,FIVE E S 1H,Susquehanna,
115-20194,L ROBINSON 1,Susquehanna,
115-20195,L ROBINSON 2,Susquehanna,
115-20196,P KELLEY 1,Susquehanna,11061401.0
115-20197,B RUSSO 4,Susquehanna,5158619.51
115-20198,B RUSSO 5,Susquehanna,639630.2000000001
115-20199,W CARLSON 2,Susquehanna,980665.0899999999
115-20200,W CARLSON 3,Susquehanna,7244056.929999999
115-20201,GESFORD 5H NW,Susquehanna,2166559.45
115-20202,KIPPS 1H,Susquehanna,
115-20203,B RUSSO 2,Susquehanna,4735958.170000001
115-20204,B RUSSO 3,Susquehanna,3487291.93
115-20205,CARTY 1H,Susquehanna,
115-20206,KNOSKY 1H,Susquehanna,7200932.76
115-20207,HOOVER 1V,Susquehanna,485944.3400000001
115-20208,JAYNE 2H,Susquehanna,
115-20209,JAYNE 5H,Susquehanna,7377981.0
115-20210,PHELPS UNIT 1,Susquehanna,470354.86
115-20211,MARKOVITCH 1H,Susquehanna,1717486.34
115-20212,KERR UNIT 1H,Susquehanna,5712355.519999997
115-20213,LOOMIS 4H,Susquehanna,
115-20214,MICKS 1H,Susquehanna,2883520.2
115-20215,JAYNE 6H,Susquehanna,6933896.0
115-20216,PHELPS UNIT 2H,Susquehanna,819937.0600000002
115-20217,C LARUE 1,Susquehanna,
115-20218,HUNSINGER SUS 1H,Susquehanna,4484313.0
115-20219,C LARUE 4,Susquehanna,6980073.539999999
115-20220,C LARUE 6,Susquehanna,8200019.360000003
115-20221,A & M HIBBARD 3,Susquehanna,9549396.190000001
115-20222,A & M HIBBARD 4,Susquehanna,4505178.25
115-20223,GREENWOOD 6,Susquehanna,11117195.950000007
115-20224,GREENWOOD 7,Susquehanna,7834413.070000001
115-20225,W BROOKS 5,Susquehanna,6.0
115-20226,BAKER 3,Susquehanna,10422079.0
115-20227,TEEL UNIT 1H,Susquehanna,4891549.239999999
115-20228,TEEL UNIT 2H,Susquehanna,5651297.87
115-20229,TEEL UNIT 3H,Susquehanna,7179551.519999999
115-20230,ROGER 2H,Susquehanna,7180004.0
115-20231,BLYE 1H,Susquehanna,2949555.95
115-20232,C LARUE 5,Susquehanna,4958043.939999999
115-20233,ED RANGE REV TRUST 2H,Susquehanna,
115-20234,MARBAKER 2H,Susquehanna,9424506.0
115-20235,MARBAKER 4H,Susquehanna,9296015.0
115-20236,KILKER 2H,Susquehanna,
115-20237,KILKER 5H,Susquehanna,
115-20238,D BERRY 2,Susquehanna,11373504.300000004
115-20239,JO BLAISURE 1,Susquehanna,7724132.800000002
115-20240,DEPAOLA 2,Susquehanna,8593531.17
115-20241,DEPAOLA 3,Susquehanna,10974412.470000003
115-20242,ROBA 13V,Susquehanna,
115-20243,VEREX 2H,Susquehanna,12079637.0
115-20244,VEREX 5H,Susquehanna,12401829.0
115-20245,JO BLAISURE 2,Susquehanna,180662.19000000006
115-20246,MASSO 2H,Susquehanna,12067773.0
115-20247,A WARNER 1,Susquehanna,8380581.550000001
115-20248,A WARNER 2,Susquehanna,5877208.099999998
115-20249,ROGER 5H,Susquehanna,5070103.0
115-20250,R HINKLEY 2,Susquehanna,10204319.209999997
115-20251,R HINKLEY 3,Susquehanna,12480406.720000004
115-20252,D GROSVENOR 1,Susquehanna,5792340.790000003
115-20253,C ELLIS 1,Susquehanna,
115-20254,WEBSTER 2H,Susquehanna,1734544.52
115-20255,MASSO 6H,Susquehanna,
115-20256,HOLTAN 5H,Susquehanna,14531072.0
115-20257,HOLTAN 2H,Susquehanna,13631825.0
115-20258,LOOMIS 2H,Susquehanna,3052651.0
115-20259,KUPSCZNK UNIT 1,Susquehanna,243506.58
115-20260,R HULL 5,Susquehanna,6725321.539999996
115-20261,R HULL 4,Susquehanna,5389398.669999999
115-20262,STONE UNIT 1,Susquehanna,681765.6899999996
115-20263,R WARRINER 2,Susquehanna,10831447.69
115-20264,R WARRINER 7,Susquehanna,5616699.059999999
115-20265,MAIOLINI 3,Susquehanna,12180122.900000004
115-20266,C ELLIS 2,Susquehanna,
115-20267,R WARRINER 5,Susquehanna,
115-20268,MCGAVIN 4H,Susquehanna,12510588.0
115-20269,MCGAVIN 5H,Susquehanna,13976348.0
115-20270,CLAUDE 5H,Susquehanna,
115-20271,CLAUDE 6H,Susquehanna,12039292.0
115-20272,KOROMLAN 6H,Susquehanna,9670509.0
115-20273,KOROMLAN 5H,Susquehanna,8115649.0
115-20274,D GROSVENOR 2,Susquehanna,305453.60000000003
115-20275,R WARRINER 4,Susquehanna,5891399.790000002
115-20276,KERR UNIT 2H,Susquehanna,3681827.8499999987
115-20277,MAIOLINI 2,Susquehanna,
115-20278,RANSOM 1,Susquehanna,
115-20279,CLAUDE 2H,Susquehanna,13046669.0
115-20280,CLAUDE 1H,Susquehanna,
115-20281,CLAUDE 3H,Susquehanna,
115-20282,CLAUDE 4H,Susquehanna,
115-20283,CLAPPER 6H,Susquehanna,
115-20284,GREENWOOD 8,Susquehanna,8960942.250000002
115-20285,WHITE 1H,Susquehanna,
115-20286,WHITE 3H,Susquehanna,
115-20287,WHITE 4H,Susquehanna,
115-20288,WHITE 6H,Susquehanna,
115-20289,BENSCOTER 2H,Susquehanna,
115-20290,BENSCOTER 4H,Susquehanna,
115-20291,BENSCOTER 5H,Susquehanna,
115-20292,BENSCOTER 6H,Susquehanna,
115-20293,MASSO 1H,Susquehanna,
115-20294,ROGER 4H,Susquehanna,
115-20295,ROGER 6H,Susquehanna,
115-20296,NICKOLYN 5H,Susquehanna,11389306.0
115-20297,NICKOLYN 6H,Susquehanna,
115-20298,VEREX 1H,Susquehanna,
115-20299,VEREX 3H,Susquehanna,
115-20300,VEREX 6H,Susquehanna,
115-20301,ROGER 3H,Susquehanna,
115-20302,MARBAKER 5H,Susquehanna,
115-20303,MASSO 5H,Susquehanna,13365301.0
115-20304,HOLTAN 3H,Susquehanna,
115-20305,J BLAISURE 1,Susquehanna,6605271.170000002
115-20306,J BLAISURE 2,Susquehanna,6356002.149999998
115-20307,J BLAISURE 3,Susquehanna,4711080.17
115-20308,J BLAISURE 4,Susquehanna,5258019.39
115-20309,J BLAISURE 5,Susquehanna,6281275.469999998
115-20310,J BLAISURE 6,Susquehanna,8126482.0100000035
115-20311,D SIMPSON 1,Susquehanna,
115-20312,D SIMPSON 2,Susquehanna,
115-20313,D SIMPSON 3,Susquehanna,
115-20314,D SIMPSON 4,Susquehanna,
115-20315,HOLTAN 4H,Susquehanna,
115-20317,MARBAKER 1H,Susquehanna,
115-20318,MARBAKER 6H,Susquehanna,
115-20319,CARSON 1,Susquehanna,9232725.510000004
115-20320,CARSON 3,Susquehanna,5903337.089999997
115-20321,POST 2,Susquehanna,5256281.289999998
115-20322,W HAWLEY 1,Susquehanna,5782878.9
115-20323,W HAWLEY 2,Susquehanna,11830684.410000004
115-20324,AMBURKE 2H,Susquehanna,13215987.0
115-20325,AMBURKE 5H,Susquehanna,9390078.0
115-20326,W WOOD 1,Susquehanna,
115-20327,LAUFFER 2,Susquehanna,13149068.560000002
115-20328,J OAKLEY 1,Susquehanna,11292247.600000003
115-20329,J OAKLEY 3,Susquehanna,11700817.079999996
115-20330,LAUFFER 1,Susquehanna,735519.7399999998
115-20331,OLIVER UNIT 1,Susquehanna,195743.29
115-20332,J PETTY 1,Susquehanna,5187145.44
115-20333,C ROSE 3,Susquehanna,7923596.3100000005
115-20334,C ROSE 2,Susquehanna,
115-20335,K STOCKHOLM 3,Susquehanna,2078503.15
115-20336,K STOCKHOLM 2,Susquehanna,5037734.99
115-20337,J PLONSKI 1,Susquehanna,8830555.24
