PERMIT_NO,FARM_NAME,COUNTY,PROD_GAS_QUANT
031-25577,SNYDER 591341,Clarion,
031-25578,SNYDER 591342,Clarion,
031-25582,RADAKER B 4H,Clarion,
031-25583,RADAKER B 2H OG WELL,Clarion,
031-25600,MILYO UNIT 1H,Clarion,
031-25601,MILYO UNIT 2H,Clarion,
031-25604,SWARTFAGER MOORE UNIT 1 194,Clarion,44070.0
031-25605,MCMASTER LIVING TRUST 1M 93,Clarion,
031-25608,STEWART 4H,Clarion,
031-25609,BARRETT 591172,Clarion,
031-25611,RADAKER B 1H,Clarion,
031-25616,RADAKER 1H,Clarion,2059939.78
031-25643,STEWART 4H,Clarion,
031-25648,RADAKER 23H,Clarion,
031-25657,RADAKER B 1H,Clarion,1095680.06
031-25662,STEWART 4H,Clarion,
031-25663,RADAKER 23H,Clarion,
031-25664,KENNEMUTH 1H,Clarion,59149.0
031-25665,KENNEMUTH 2H,Clarion,49170.0
031-25666,ROYAL HUEY 590565,Clarion,
031-25667,RADAKER B 23H,Clarion,
031-25684,RADAKER 23H,Clarion,
031-25685,GLACIAL WELL PAD 4H,Clarion,
031-25686,GLACIAL WELL PAD 2H,Clarion,
031-25687,KENNEMUTH WELL PAD 3H,Clarion,
031-25688,KENNEMUTH WELL PAD 4H,Clarion,
031-25689,GLACIAL WELL PAD 1H,Clarion,
031-25690,GLACIAL WELL PAD 3H,Clarion,
031-25691,BARRETT 591172,Clarion,
031-25693,RADAKER B 23H,Clarion,
031-25695,WINDY OAKLAND 1H,Clarion,
031-25697,WINDY OAKLAND 4H,Clarion,
031-25698,WINDY OAKLAND 5H,Clarion,
031-25699,WINDY OAKLAND 7H,Clarion,
031-25700,WINDY OAKLAND 11H,Clarion,
031-25701,WINDY OAKLAND 13H,Clarion,
031-25703,WINDY OAKLAND 2H,Clarion,
031-25704,WINDY OAKLAND 6H,Clarion,
033-22014,COMMONWEALTH OF PA TRACT 324 5,Clearfield,14437.0
033-22015,COMMONWEALTH OF PA TRACT 324 6,Clearfield,11327.0
033-26401,PUNXSUTAWNEY HUNTING CLUB 1,Clearfield,0.0
033-26518,PUNXSUTAWNEY HUNTING CLUB 2H,Clearfield,192725.49999999997
033-26585,BOSNALL 7,Clearfield,454667.48000000016
033-26619,FLICK 5,Clearfield,33798.3
033-26638,PUNXSUTAWNEY HUNTING CLUB 3H,Clearfield,1622608.6300000008
033-26673,WHITETAIL 1,Clearfield,22372.0
033-26679,PUNXSUTAWNEY HUNTING CLUB 6H,Clearfield,
033-26680,PUNXSUTAWNEY HUNTING CLUB 7H,Clearfield,1657843.8599999992
033-26681,PUNXSUTAWNEY HUNTING CLUB 8H,Clearfield,1325896.6700000009
033-26682,PUNXSUTAWNEY HUNTING CLUB 10V,Clearfield,
033-26689,SHANNON LAND & MINING COMPANY 2,Clearfield,0.0
033-26690,SHANNON LAND & MINING COMPANY 1,Clearfield,0.0
033-26742,PUNXSUTAWNEY HUNTING CLUB 4H,Clearfield,1817452.38
033-26743,PUNXSUTAWNEY HUNTING CLUB 9H,Clearfield,1756997.5499999996
033-26744,PUNXSUTAWNEY HUNTING CLUB 5H,Clearfield,2258860.37
033-26748,SGL 331 38655,Clearfield,
033-26749,SGL 331 38656,Clearfield,
033-26758,CHASE A-1H,Clearfield,0.0
033-26778,E M BROWN INC 1,Clearfield,0.0
033-26780,MCKEE 38651,Clearfield,
033-26803,HUTTON UNIT 1H,Clearfield,1355696.1800000002
033-26806,TREASURE LAKE 1,Clearfield,
033-26809,T B WACHOB 3,Clearfield,
033-26810,PUNXSUTAWNEY HUNTING CLUB 31H,Clearfield,2125596.2
033-26811,PUNXSUTAWNEY HUNTING CLUB 33H,Clearfield,
033-26812,HARBISON-WALKER 5,Clearfield,
033-26813,HARBISON-WALKER 4,Clearfield,
033-26815,TUBBS UNIT 1H,Clearfield,
033-26816,PUNXSUTAWNEY HUNTING CLUB 32H,Clearfield,
033-26817,PUNXSUTAWNEY HUNTING CLUB 29H,Clearfield,2613354.0000000005
033-26818,PUNXSUTAWNEY HUNTING CLUB 27H,Clearfield,3101825.3800000004
033-26819,PUNXSUTAWNEY HUNTING CLUB 26H,Clearfield,2337669.31
033-26820,PUNXSUTAWNEY HUNTING CLUB 20V,Clearfield,
033-26821,PUNXSUTAWNEY HUNTING CLUB 28H,Clearfield,1896616.4099999997
033-26822,PUNXSUTAWNEY HUNTING CLUB 25H,Clearfield,2245778.01
033-26823,PUNXSUTAWNEY HUNTING CLUB 24H,Clearfield,2096472.000000001
033-26824,PUNXSUTAWNEY HUNTING CLUB 30H,Clearfield,2659334.7200000007
033-26825,JAMES BONSALL UNIT 15H,Clearfield,
033-26826,PUNXSUTAWNEY HUNTING CLUB 14H,Clearfield,1446355.1099999996
033-26827,FULLERTON UNIT 6H,Clearfield,
033-26828,HURD 590383,Clearfield,1146606.0
033-26829,PUNXSUTAWNEY HUNTING CLUB 23H,Clearfield,1746016.89
033-26834,ALDER RUN LAND LP 1H,Clearfield,1471750.1700000002
033-26835,PUNXSUTAWNEY HUNTING CLUB 34H,Clearfield,2755003.81
033-26837,THOMPSON TRUST UNIT 2H,Clearfield,
033-26843,PUNXSUTAWNEY HUNTING CLUB 6H,Clearfield,2505430.519999999
033-26844,PUNXSUTAWNEY HUNTING CLUB 10V,Clearfield,
033-26845,PUNXSUTAWNEY HUNTING CLUB 11V,Clearfield,
033-26846,HURD 590399,Clearfield,1725196.0
033-26847,HURD 590398,Clearfield,1685763.0
033-26848,COLD STREAM AFFILIATES 1MH,Clearfield,227554.0
033-26849,COLD STREAM AFFILIATES 5MH,Clearfield,
033-26850,ALDER RUN LAND LP 2H,Clearfield,1788237.07
033-26851,ALDER RUN LAND LP 3H,Clearfield,1488922.3999999997
033-26852,ALDER RUN LAND LP 4H,Clearfield,0.0
033-26853,ALDER RUN LAND LP 5H,Clearfield,1521513.4500000002
033-26854,COLD STREAM AFFILIATES 4MH,Clearfield,
033-26855,COLD STREAM AFFILIATES 3MH 003-26855,Clearfield,318692.0
033-26856,COLD STREAM AFFILIATES 2MH,Clearfield,
033-26857,A SMITH 1MH,Clearfield,
033-26860,C O P 12H-5303,Clearfield,1592265.6900000006
033-26861,C O P 14H-5306,Clearfield,1340946.3499999992
033-26862,C O P 15H-5306,Clearfield,1323746.5599999996
033-26863,C O P 16H-5306,Clearfield,618909.6200000002
033-26867,PUNXSUTAWNEY HUNTING CLUB 42H,Clearfield,
033-26868,PUNXSUTAWNEY HUNTING CLUB 41H,Clearfield,
033-26869,PUNXSUTAWNEY HUNTING CLUB 40H,Clearfield,
033-26870,PUNXSUTAWNEY HUNTING CLUB 39H,Clearfield,
033-26871,PUNXSUTAWNEY HUNTING CLUB 37H,Clearfield,2282728.9
033-26872,PUNXSUTAWNEY HUNTING CLUB 36H,Clearfield,1873053.52
033-26873,PUNXSUTAWNEY HUNTING CLUB 35H,Clearfield,2659948.6399999987
033-26874,LYTLE UNIT 1H,Clearfield,887615.5900000001
033-26875,C O P 18H-5306,Clearfield,824583.2399999998
033-26876,C O P 19H-5306,Clearfield,445344.83
033-26877,C O P 20H-5306,Clearfield,
033-26878,C O P 21H-5306,Clearfield,
033-26879,C O P 22H-5306,Clearfield,
033-26880,C O P 23H-5306,Clearfield,
033-26882,PUNXSUTAWNEY HUNTING CLUB 43H,Clearfield,2986353.0400000005
033-26883,C O P 41H-5303,Clearfield,1969363.3800000004
033-26884,COP 43H-5303,Clearfield,910739.4199999999
033-26885,COP 13H-5303,Clearfield,1376151.1999999995
033-26886,COP 42H-5303,Clearfield,
033-26887,COP 17H-5306,Clearfield,726859.47
033-26888,PUNXSUTAWNEY HUNTING CLUB 38H,Clearfield,2530478.66
033-26889,PUNXSUTAWNEY HUNTING CLUB 45H,Clearfield,2769029.3799999994
033-26890,PUNXSUTAWNEY HUNTING CLUB 21V,Clearfield,
033-26891,PUNXSUTAWNEY HUNTING CLUB 46H,Clearfield,1514806.9800000002
033-26893,PUNXSUTAWNEY HUNTING CLUB 16H,Clearfield,1069349.1800000002
033-26894,PUNXSUTAWNEY HUNTING CLUB 17H,Clearfield,
033-26898,PITCH PINE HUNTING CLUB 1V,Clearfield,
033-26907,SGL 7H-90,Clearfield,
033-26908,PUNXSUTAWNEY HUNTING CLUB 57V,Clearfield,
033-26911,COP 54H-5306,Clearfield,1401766.9400000002
033-26912,COP 61H-5306,Clearfield,
033-26913,COP 60H-5306,Clearfield,
033-26914,COP 55H-5306,Clearfield,712964.2499999999
033-26916,PUNXSUTAWNEY HUNTING CLUB 12H,Clearfield,
033-26917,PUNXSUTAWNEY HUNTING CLUB 13H,Clearfield,
033-26919,COP 52H-5306,Clearfield,
033-26920,STATE GAME LANDS 13H-90,Clearfield,1521146.2300000002
033-26922,SGL 5H-94,Clearfield,
033-26923,SGL 6H-94,Clearfield,
033-26927,SPARKLING SPRING HUNTING CLUB 1H,Clearfield,
033-26928,C O P 51H-5306,Clearfield,
033-26929,WHITETAIL 2MH,Clearfield,
033-26930,SPARKLING SPRING HUNTING CLUB 6H,Clearfield,1388356.1800000002
033-26931,SPARKLING SPRING HUNTING CLUB 5H,Clearfield,891152.2400000001
033-26932,SPARKLING SPRING HUNTING CLUB 3H,Clearfield,
033-26933,SPARKLING SPRING HUNTING CLUB 2H,Clearfield,
033-26934,GRAMPIAN HUNTING CLUB 3H,Clearfield,
033-26935,GRAMPIAN HUNTING CLUB 4H,Clearfield,
033-26936,GRAMPIAN HUNTING CLUB 5H,Clearfield,
033-26937,GRAMPIAN HUNTING CLUB 6H,Clearfield,
033-26938,C O P 53H-5303,Clearfield,
033-26939,STATE GAME LANDS 8H-90,Clearfield,1309274.88
033-26940,WHITETAIL 1MH,Clearfield,
033-26944,GRAMPIAN HUNTING CLUB 2H,Clearfield,
033-26945,PUNXSUTAWNEY HUNTING CLUB 47H,Clearfield,
033-26946,PUNXSUTAWNEY HUNTING CLUB 48H,Clearfield,1772875.9300000006
033-26947,PUNXSUTAWNEY HUNTING CLUB 49H,Clearfield,1688768.31
033-26948,PUNXSUTAWNEY HUNTING CLUB 50H,Clearfield,1523469.5599999998
033-26949,PUNXSUTAWNEY HUNTING CLUB 51H,Clearfield,
033-26950,PUNXSUTAWNEY HUNTING CLUB 52H,Clearfield,
033-26951,PUNXSUTAWNEY HUNTING CLUB 55V,Clearfield,
033-26953,GRAMPIAN HUNTING CLUB 1H,Clearfield,
033-26954,SGL 14H-90,Clearfield,874501.37
033-26955,COP 69H-5305,Clearfield,764432.4700000001
033-26956,COP 70H-5305,Clearfield,523420.38999999996
033-26957,COP 71H-5305,Clearfield,578475.8099999999
033-26958,SGL 11H-90,Clearfield,
033-26959,SGL 9H-90,Clearfield,
033-26960,SPARKLING SPRING HUNTING CLUB 4H,Clearfield,753425.6500000001
033-26961,WHITETAIL 3MH,Clearfield,1456383.0
033-26962,WHITETAIL 4MH,Clearfield,
033-26963,COP 74H-5305,Clearfield,678525.8200000001
033-26965,COP 73H-5305,Clearfield,404663.72000000003
033-26966,BOILEAU 1H,Clearfield,
033-26967,CURLEY 1,Clearfield,0.0
033-26968,COLDSTREAM AFFILIATES-B 1MH,Clearfield,
033-26969,COLDSTREAM AFFILIATES-B 2MH,Clearfield,
033-26970,COLDSTREAM AFFILIATES-B 3MH,Clearfield,
033-26971,LYTLE UNIT 2H,Clearfield,15152.0
033-26972,SGL 15H-90,Clearfield,482728.0899999999
033-26973,SGL 17H-90,Clearfield,322996.32000000007
033-26974,SGL 16H-90,Clearfield,316191.9000000001
033-26975,SGL 18H-90,Clearfield,
033-26976,SGL 19H-90,Clearfield,
033-26977,SGL 20H-90,Clearfield,
033-26978,SGL 21H-90,Clearfield,
033-26979,SGL 22H-90,Clearfield,
033-26980,SGL 23H-90,Clearfield,
033-26981,THOMPSON TRUST UNIT 3H,Clearfield,
033-26982,THOMPSON TRUST UNIT 4H,Clearfield,
033-26983,THOMPSON TRUST UNIT 5H,Clearfield,
033-26984,THOMPSON TRUST UNIT 6H,Clearfield,
033-26985,COP 51H-5306A,Clearfield,347632.03
033-26986,COP 52H-5306A,Clearfield,226519.83000000005
033-26987,ERICKSON-A 1V,Clearfield,
033-26988,HAKE UNIT 1H,Clearfield,
033-26989,HERRING UNIT 9H,Clearfield,
033-26991,SGL 24H-90,Clearfield,
033-26992,SGL 25H-90,Clearfield,
033-26993,SGL 26H-90,Clearfield,
033-26994,SGL 27H-90,Clearfield,
033-26996,TRACT 63 591111H,Clearfield,
033-26997,TRACT 63 591112H,Clearfield,
033-26998,DCNR TRACT 323 P-2 31H,Clearfield,
033-26999,SHANNON LAND & MINING 1H,Clearfield,
033-27000,COP 75H-5304,Clearfield,630857.5500000004
033-27001,COP 76H-5304,Clearfield,843485.4099999999
033-27002,COP 77H-5304,Clearfield,764725.6300000001
033-27003,COP 78H-5304,Clearfield,794251.0400000002
033-27005,COP 72H-5305,Clearfield,492693.6900000001
033-27006,COP 81H-5305,Clearfield,
033-27007,C O P 82H-5305,Clearfield,
033-27008,C O P 83H-5305,Clearfield,
033-27009,P H C 58H,Clearfield,1806795.69
033-27010,PHC 61H,Clearfield,
033-27011,PHC 62H,Clearfield,
033-27012,PHC 60H,Clearfield,
033-27014,RHP-A 1H,Clearfield,
033-27015,RHP-A 2H,Clearfield,
033-27016,RHP-A 3H,Clearfield,
033-27017,RHP-A 4H,Clearfield,
033-27018,RHP-A 5H,Clearfield,
033-27019,RHP-A 6H,Clearfield,
033-27020,LAMBORN UNIT 493H,Clearfield,
033-27021,COP 93H-5306,Clearfield,
033-27022,COP 94H-5306,Clearfield,
033-27023,COP 95H-5306,Clearfield,
033-27024,WOHLER 590620,Clearfield,
033-27025,WOHLER 590621,Clearfield,
033-27026,WOHLER 590622,Clearfield,
033-27028,COP 81H-5305A,Clearfield,786470.2800000001
033-27029,COP 82H-5305A,Clearfield,808521.0099999999
033-27030,COP 83H-5305A,Clearfield,341272.12
033-27031,HURD 591186,Clearfield,2752508.0
033-27032,HEGARTY-A 1H,Clearfield,
033-27033,ERICKSON-A 1H,Clearfield,
033-27034,WT4253-1 1H,Clearfield,
033-27035,GOBBLER 590966,Clearfield,
033-27036,GOBBLER 590967,Clearfield,
033-27037,GOBBLER 590968,Clearfield,
033-27038,GOBBLER 590969,Clearfield,
033-27039,GOBBLER 590970,Clearfield,
033-27040,GOBBLER 591232,Clearfield,
033-27041,GOBBLER 591233,Clearfield,
033-27042,GOBBLER 591234,Clearfield,
033-27043,GOBBLER 591235,Clearfield,
033-27044,GOBBLER 591236,Clearfield,
033-27045,GOBBLER 591237,Clearfield,
033-27046,GOBBLER 591238,Clearfield,
033-27047,TURKEY 590981,Clearfield,
033-27048,TURKEY 590982,Clearfield,
033-27049,TURKEY 590983,Clearfield,2174798.0
033-27050,TURKEY 590984,Clearfield,
033-27051,TURKEY 590985,Clearfield,1760884.0
033-27052,TURKEY 591239,Clearfield,
033-27053,TURKEY 591240,Clearfield,1165503.0
033-27054,TURKEY 591241,Clearfield,
033-27055,TURKEY 591242,Clearfield,245147.0
033-27056,TURKEY 591243,Clearfield,
033-27057,TURKEY 591244,Clearfield,1275539.0
033-27058,DCNR TRACT 323 PAD 2 16H,Clearfield,
033-27059,DCNR TRACT 323 PAD 2 20H,Clearfield,
033-27060,DCNR TRACT 323 PAD 2 23H,Clearfield,
033-27061,DCNR TRACT 323 PAD 2 24H,Clearfield,
033-27062,DCNR TRACT 323 PAD 2 26H,Clearfield,
033-27063,DCNR TRACT 323 PAD 2 29H,Clearfield,
033-27064,DCNR TRACT 323 PAD 2 30H,Clearfield,
033-27065,DCNR TRACT 323 PAD 2 35H,Clearfield,
033-27066,COP 88V-5305,Clearfield,
033-27067,COWFER B 1H,Clearfield,
033-27071,PPHC 2H,Clearfield,
033-27072,PPHC 3H,Clearfield,
033-27073,PPHC 4H,Clearfield,
033-27074,PHC 63H,Clearfield,
033-27075,PHC 64H,Clearfield,
033-27076,PHC 65H,Clearfield,
033-27077,PHC 66H,Clearfield,
033-27078,PHC 67H,Clearfield,
033-27079,PHC 68H,Clearfield,
033-27083,WT5784-1 3H,Clearfield,
033-27084,DCNR TRACT 323 PAD 2 19H,Clearfield,
033-27086,WHITETAIL 1MH,Clearfield,2559100.0
033-27087,WT5784-2 1H,Clearfield,
033-27090,PHC 69H,Clearfield,
033-27091,PHC 70H,Clearfield,
033-27092,PHC 71H,Clearfield,
033-27093,LYTLE UNIT 3H,Clearfield,1140291.52
033-27094,COP TR 325 A 1MH-N,Clearfield,
033-27095,COP TR 325 A 2MH-N,Clearfield,
033-27096,COP TR 325 A 3MH-N,Clearfield,
033-27097,COP TR 325 A 4MH-N,Clearfield,
033-27098,COP TR 325 A 5MH-N,Clearfield,
033-27099,COP TR 325 A 6MH-S,Clearfield,
033-27100,COP TR 325 A 7MH-S,Clearfield,
033-27101,COP TR 325 A 8MH-S,Clearfield,
033-27102,COP TR 325 A 9MH-S,Clearfield,
033-27103,COP TR 325 A 10MH-S,Clearfield,
033-27111,GERHART (CK-19) 1H,Clearfield,
033-27112,LONGE (CK-21) 1H,Clearfield,
033-27132,COLD STREAM AFFILIATES B 1MH-N,Clearfield,
033-27133,COLD STREAM AFFILIATES B 2MH-N,Clearfield,
033-27134,COLD STREAM AFFILIATES B 3MH-N,Clearfield,
033-27135,COLD STREAM AFFILIATES B 4MH-N,Clearfield,
033-27136,COLD STREAM AFFILIATES B 5MH-S,Clearfield,1638041.0
033-27137,COLD STREAM AFFILIATES B 6MH-S,Clearfield,
033-27138,COLD STREAM AFFILIATES B 7MH-S,Clearfield,
033-27139,COLD STREAM AFFILIATES B 8MH-S,Clearfield,
033-27140,HESS UNIT 1H,Clearfield,30564.0
033-27153,SUNDERLAND CHEVROLET 1H,Clearfield,
033-27155,COP 63 HOGBACK 590919,Clearfield,
033-27156,COP 63 HOGBACK 590918,Clearfield,
033-27157,COP 63 HOGBACK 590917,Clearfield,
033-27158,SUNDERLAND CHEVROLET 2H,Clearfield,
033-27160,LUTZ - A 3H,Clearfield,
033-27161,LUTZ - A 4H,Clearfield,
033-27162,LUTZ - A 6H,Clearfield,
033-27163,SGL 23H-90,Clearfield,
033-27164,SGL 22H-90,Clearfield,
033-27165,SGL 21H-90,Clearfield,
033-27166,GHFC 13H,Clearfield,
033-27167,GHFC 14H,Clearfield,
033-27168,GHFC 15H,Clearfield,
033-27169,GHFC 16H,Clearfield,
033-27170,GHFC 17H,Clearfield,
033-27172,GHFC 7H,Clearfield,
033-27173,GHFC 8H,Clearfield,
033-27174,GHFC 9H,Clearfield,
033-27175,GHFC 10H,Clearfield,
033-27176,GHFC 11H,Clearfield,
033-27177,GHFC 12H,Clearfield,
033-27178,GHFC 18H,Clearfield,
033-27180,PEERLESS FUEL 1H,Clearfield,
033-27181,PEERLESS FUEL 2H,Clearfield,
033-27182,PEERLESS FUEL 3H,Clearfield,
033-27183,PEERLESS FUEL 4H,Clearfield,
033-27186,GHFC 1H,Clearfield,
033-27187,GHFC 2H,Clearfield,
033-27188,GHFC 3H,Clearfield,
033-27189,GHFC 4H,Clearfield,
033-27190,GHFC 5H,Clearfield,
033-27191,GHFC 6H,Clearfield,
033-27193,SGL 24H-90,Clearfield,
033-27194,SGL 26H-90,Clearfield,
033-27195,SGL 25H-90,Clearfield,
033-27196,LYTLE UNIT 4H,Clearfield,1353545.0
033-27197,LYTLE UNIT 5H-A,Clearfield,1337047.62
033-27198,LYTLE UNIT 6H,Clearfield,1373631.0
033-27199,SGL 62H-90,Clearfield,
033-27200,PHC 72H,Clearfield,
033-27201,RHP-A 1H,Clearfield,
033-27202,RHP-A 2H,Clearfield,
033-27203,RHP-A 3H,Clearfield,
033-27204,RHP-A 4H,Clearfield,
033-27205,RHP-A 6H,Clearfield,
033-27206,COP TR 324 A 2MH-S,Clearfield,1328807.0
033-27207,MID PENN COAL UNIT B 1H,Clearfield,2059551.0
033-27208,GOBBLER 590966,Clearfield,
033-27209,THOMPSON TRUST UNIT 2H,Clearfield,
033-27212,HARTLE 1-8H,Clearfield,
033-27213,DCNR TRACT 323 PAD 2 23H,Clearfield,
033-27217,HAKE P-53 1V,Clearfield,
033-27218,COP TR 324 A 3MH-S,Clearfield,
033-27219,COP TR 324 A 4MH-S,Clearfield,
033-27220,COP TR 324 A 5MH-S,Clearfield,
033-27221,COP TR 324 A 6MH-N,Clearfield,552174.0
033-27222,COP TR 324 A 7MH-N,Clearfield,
033-27223,COP TR 324 A 8MH-N,Clearfield,
033-27224,COP TR 324 A 9MH-N,Clearfield,
033-27225,LONGE (CK-21) 1H,Clearfield,
033-27226,MID PENN COAL UNIT A 1H,Clearfield,2503374.0
033-27228,MID PENN COAL UNIT C 1H-N,Clearfield,
033-27229,MID PENN COAL UNIT C 1H-S,Clearfield,
033-27230,MID PENN COAL UNIT C 1H-S,Clearfield,
033-27231,GOBBLER 590966,Clearfield,
033-27232,DCNR TRACT 323 PAD 2 23H,Clearfield,
033-27233,DCNR TRACT 323 PAD 2 23H,Clearfield,
033-27235,WHITETAIL 4MH,Clearfield,
033-27236,COLDSTREAM AFFILIATES B 6MH-S,Clearfield,
033-27237,MID PENN COAL UNIT B 2H-S,Clearfield,
033-27238,IRVONA 1H-S,Clearfield,
033-27239,GOBBLER 591232,Clearfield,
033-27240,GOBBLER 590967,Clearfield,
033-27241,GOBBLER 590968,Clearfield,
033-27242,GOBBLER 590969,Clearfield,
033-27243,GOBBLER 590970,Clearfield,
033-27244,GOBBLER 590971,Clearfield,
033-27245,GOBBLER 591231,Clearfield,
033-27246,TURKEY 590981,Clearfield,
033-27247,MID PENN COAL UNIT A 3H-S,Clearfield,
033-27248,IRVONA 1H-S,Clearfield,
033-27249,PITCH PINE HUNTING CLUB 2H,Clearfield,
033-27250,MID PENN COAL UNIT B 2H-S,Clearfield,
033-27251,WHITETAIL 1UV,Clearfield,
033-27252,COLDSTREAM AFFILIATES B 1UV,Clearfield,
033-27253,MID PENN COAL UNIT C 1H-S,Clearfield,
033-27254,COP TR 324 A 1UV,Clearfield,
033-27256,MID PENN COAL UNIT A 3H-S,Clearfield,
033-27258,MID PENN COAL UNIT B 2H-S,Clearfield,
033-27261,DCNR TRACT 323 PAD 2 23H,Clearfield,
035-21108,COP TRACT 653 1000,Clinton,108862.37999999999
035-21115,ARROWHEAD HUNTING CLUB UNIT 1H,Clinton,
035-21116,WINNER 1,Clinton,
035-21117,WINNER 2A,Clinton,
035-21119,COP TRACT 285 1000,Clinton,
035-21123,ARROWHEAD HUNTING CLUB UNIT 2,Clinton,0.0
035-21124,MOHAWK LODGE UNIT 1,Clinton,
035-21136,COP TRACT 285 1000,Clinton,
035-21137,DIETZ 1,Clinton,0.0
035-21138,PENNYPACKER 1H,Clinton,
035-21146,WINNER 1H,Clinton,
035-21152,PENNYPACKER 1H,Clinton,
035-21155,COP TRACT 285 1002H,Clinton,3046517.1999999997
035-21156,COP TRACT 285 1001H,Clinton,1238408.8100000003
035-21157,WINNER 3,Clinton,
035-21158,WINNER 4,Clinton,
035-21159,WINNER 5,Clinton,
035-21160,WINNER 6,Clinton,
035-21161,COP TRACT 653 1002H,Clinton,619843.93
035-21162,COP TRACT 653 1001H,Clinton,599238.9400000002
035-21164,MOHAWK LODGE UNIT 2,Clinton,
035-21165,ARROWHEAD HUNTING CLUB UNIT 1,Clinton,0.0
035-21166,COP TRACT 252 A1000H,Clinton,
035-21167,COP TRACT 252 B1001H,Clinton,
035-21168,COP TRACT 252 B1002H,Clinton,2427277.3800000004
035-21169,TEXAS GULF B A 1H,Clinton,
035-21170,TEXAS GULF B B 2H,Clinton,
035-21171,TEXAS GULF B B 3H,Clinton,
035-21172,COP TRACT 653 B 1004H,Clinton,
035-21173,COP TRACT 653 B 1003H,Clinton,
035-21174,COP TRACT 653 B 1005H,Clinton,2988290.7300000004
035-21175,COP TRACT 653 C1006H,Clinton,
035-21176,COP TRACT 653 C1007H,Clinton,
035-21177,COP TRACT 653 C1008H,Clinton,
035-21178,COP TRACT 343 C1013H,Clinton,191459.45000000004
035-21179,COP TRACT 343 C1014H,Clinton,
035-21180,COP TRACT 343 C1015H,Clinton,634017.7799999999
035-21181,COP TRACT 285 A1007H,Clinton,3224483.9700000007
035-21182,COP TRACT 285 B1003H,Clinton,4444844.78
035-21183,COP TRACT 285 B1004H,Clinton,
035-21184,COP TRACT 285 A1005H,Clinton,3332537.64
035-21185,COP TRACT 285 A1006H,Clinton,4201025.930000001
035-21186,COP TRACT 285 A1008H,Clinton,3956832.33
035-21187,TEXAS GULF B B7H,Clinton,
035-21188,TEXAS GULF B B8H,Clinton,
035-21189,TEXAS GULF B A6H,Clinton,
035-21190,TEXAS GULF B A5H,Clinton,
035-21191,TEXAS GULF B A4H,Clinton,
035-21192,COP TRACT 342 D 1014H,Clinton,
035-21193,COP TRACT 678 B1002H,Clinton,
035-21194,COP TRACT 678 B1006H,Clinton,2239151.91
035-21195,COP TRACT 678 B1007H,Clinton,1465888.24
035-21196,COP TRACT 678 B1001H,Clinton,2085727.5000000002
035-21197,COP TRACT 343 B 1012H,Clinton,
035-21198,COP TRACT 343 B 1011H,Clinton,
035-21199,COP TRACT 343 B 1009H,Clinton,
035-21200,COP TRACT 343 B 1007H,Clinton,
035-21201,COP TRACT 343 B 1010H,Clinton,
035-21202,MOHAWK LODGE UNIT 3H,Clinton,639092.46
035-21203,WINNER 4H,Clinton,
035-21204,ARROWHEAD HUNTING CLUB UNIT 3H,Clinton,813423.18
035-21205,COP TRACT 342 A1006H,Clinton,
035-21206,COP TRACT 342 A1005H,Clinton,
035-21207,COP TRACT 342 A1004H,Clinton,
035-21208,COP TRACT 342 A1001H,Clinton,
035-21209,COP TRACT 342 A1003H,Clinton,
035-21210,COP TRACT 342 A1002H,Clinton,
035-21211,COP TRACT 342 D1016H,Clinton,
035-21212,COP TRACT 342 D1018H,Clinton,
035-21213,COP TRACT 678 A1000H,Clinton,
035-21214,COP TRACT 678 A1003H,Clinton,
035-21215,COP TRACT 678 A1004H,Clinton,
035-21216,COP TRACT 678 A1005H,Clinton,
035-21217,PA TRACT 8546H,Clinton,2630848.7099999995
035-21218,PA TRACT 8548H,Clinton,1150237.8599999999
035-21219,COP TRACT 344 A1002H,Clinton,1727944.27
035-21220,COP TRACT 344 A1006H,Clinton,
035-21221,COP TRACT 344 A1004H,Clinton,2698050.7699999996
035-21222,COP TRACT 344 A1001H,Clinton,1471622.49
035-21223,COP TRACT 344 A1005H,Clinton,
035-21224,COP TRACT 344 A1003H,Clinton,993791.4499999998
035-21225,COP TRACT 343 B 1008H,Clinton,
035-21226,WINNER 4 8HG,Clinton,
035-21227,COP TRACT 285 B1004H,Clinton,2746779.7299999995
035-21228,COP TRACT 285 E 1026H OG WELL,Clinton,3211425.5199999996
035-21229,COP TRACT 285 E 1025H,Clinton,2762292.5800000005
035-21230,COP TRACT 285 E 1027H,Clinton,2356007.540000001
035-21231,COP TRACT 285 E 1028H,Clinton,4261227.959999999
035-21232,COP TRACT 285 E 1030H,Clinton,4780842.749999997
035-21233,COP TRACT 285 B 1011H,Clinton,4730077.750000002
035-21234,COP TRACT 285 B 1012H,Clinton,3950084.9199999995
035-21235,COP TRACT 285 E 1029H,Clinton,3553374.7500000005
035-21236,WINNER UNIT 5H,Clinton,1199584.8299999996
035-21237,WINNER UNIT 4H,Clinton,1211978.7299999997
035-21238,PA TRACT UNIT B 2H,Clinton,1218380.1400000004
035-21239,PA TRACT UNIT B 1H,Clinton,1336844.11
035-21240,COP TRACT 285 C 1013H,Clinton,2427772.18
035-21241,COP TRACT 285 C 1014H,Clinton,3556981.260000001
035-21242,COP TRACT 285 C 1015H,Clinton,1971290.75
035-21243,COP TRACT 285 C 1016H,Clinton,4424697.63
